,title,address,date_added,bed,bath,toilet,price
284,3 BEDROOM FLAT / APARTMENT FOR RENT,Ifako Gbagada Gbagada Lagos,Added 19 Nov 2020,3 beds,3 baths,4 Toilets,"1,300,000"
285,4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR RENT,-Parkview Estate Ikoyi Lagos,"Updated 19 Nov 2020, Added 05 Nov 2020",4 beds,0 baths,0 Toilets,"8,000,000"
286,COMMERCIAL PROPERTY FOR RENT,...Aminu Kano Crescent Wuse 2 Abuja,"Updated 17 Nov 2020, Added 25 Jul 2020",beds,baths,3 Toilets,"6,500,000/year"
287,2 BEDROOM FLAT / APARTMENT FOR RENT,off Olufemi StreetOgunlana Surulere Lagos,"Updated 19 Nov 2020, Added 13 Nov 2020",2 beds,2 baths,2 Toilets,"1,200,000"
288,3 BEDROOM TERRACED DUPLEX HOUSE FOR RENT,Royal EstateBode Thomas Surulere Lagos,"Updated 19 Nov 2020, Added 12 Nov 2020",3 beds,2 baths,3 Toilets,"2,500,000"
289,3 BEDROOM FLAT / APARTMENT FOR RENT,Off Bode Thomas Surulere Lagos,"Updated 19 Nov 2020, Added 14 Nov 2020",3 beds,3 baths,4 Toilets,"2,500,000"
290,4 BEDROOM FLAT / APARTMENT FOR RENT,Off Adeola Odeku Victoria Island Lagos,"Updated 19 Nov 2020, Added 16 Nov 2020",4 beds,4 baths,5 Toilets,"10,000,000"
291,3 BEDROOM FLAT / APARTMENT FOR RENT,Ilorin StreetAdelabu Surulere Lagos,"Updated 19 Nov 2020, Added 16 Nov 2020",3 beds,3 baths,3 Toilets,"2,000,000"
292,PRIVATE OFFICE CO WORKING SPACE FOR RENT,386 Muritala Mohammed WayAlagomeji Yaba Lagos,"Updated 19 Nov 2020, Added 28 Oct 2020",beds,baths,2 Toilets,"300,000"
293,OFFICE SPACE COMMERCIAL PROPERTY FOR RENT,Muritala Mohammed WayAlagomeji Yaba Lagos,"Updated 19 Nov 2020, Added 27 Dec 2018",beds,1 baths,1 Toilets,"150,000"
294,EVENT CENTRE COMMERCIAL PROPERTY FOR RENT,Adeniyi Jones roadAdeniyi Jones Ikeja Lagos,"Updated 19 Nov 2020, Added 24 Sep 2020",0 beds,0 baths,0 Toilets,"20,000,000"
295,3 BEDROOM FLAT / APARTMENT FOR RENT,prime water garden 2 IkateIkate Lekki Lagos,Added 19 Nov 2020,3 beds,2 baths,4 Toilets,"3,500,000"
296,5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE,Lekki Lekki Lagos,"Updated 17 Nov 2020, Added 14 Oct 2020",5 beds,5 baths,6 Toilets,"110,000,000"
297,2 BEDROOM FLAT / APARTMENT FOR RENT,"MTR GARDENS ISHERI NORTH , BY OPICIsheri North Ojodu Lagos","Updated 19 Nov 2020, Added 12 Nov 2020",2 beds,2 baths,3 Toilets,"900,000"
298,1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT,"Lamina str,unity bus stopIgbogbo Ikorodu Lagos","Updated 19 Nov 2020, Added 19 Nov 2020",1 beds,1 baths,1 Toilets,"150,000"
299,2 BEDROOM FLAT / APARTMENT FOR RENT,Jakande Lekki Lagos,Added 19 Nov 2020,2 beds,2 baths,3 Toilets,"2,000,000"
300,1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT,Iyewo estate Araromi Akesan isheri Lasu rdAkesan Alimosho Lagos,Added 19 Nov 2020,1 beds,2 baths,2 Toilets,"220,000"
301,2 BEDROOM FLAT / APARTMENT FOR RENT,Off freedom way Lekki Phase 1 Lekki Lagos,"Updated 19 Nov 2020, Added 09 Nov 2020",2 beds,2 baths,3 Toilets,"2,500,000"
302,2 BEDROOM FLAT / APARTMENT FOR RENT,Victory EstateAgo Palace Okota Lagos,Added 19 Nov 2020,2 beds,2 baths,3 Toilets,"900,000"
303,2 BEDROOM FLAT / APARTMENT FOR RENT,....Lawanson Surulere Lagos,"Updated 19 Nov 2020, Added 13 Nov 2020",2 beds,2 baths,2 Toilets,"750,000"
304,1 BEDROOM MINI FLAT FLAT / APARTMENT FOR RENT,Osapa London Lekki Lagos,"Updated 19 Nov 2020, Added 13 Nov 2020",1 beds,1 baths,1 Toilets,"600,000"
305,1 BEDROOM MINI FLAT SELF CONTAIN FLAT / APARTMENT FOR RENT,Lekki Lagos,"Updated 19 Nov 2020, Added 17 Nov 2020",1 beds,1 baths,1 Toilets,"350,000"
306,3 BEDROOM FLAT / APARTMENT FOR RENT,"PRIME WATER GARDENS , LEKKI PHASE 1Lekki Phase 1 Lekki Lagos",Added 19 Nov 2020,3 beds,3 baths,4 Toilets,"3,500,000"
307,1 BEDROOM MINI FLAT BLOCKS OF FLATS HOUSE FOR RENT,Onipanu Shomolu Lagos,"Updated 19 Nov 2020, Added 19 Nov 2020",1 beds,1 baths,1 Toilets,"400,000"
308,COMMERCIAL PROPERTY FOR RENT,...Aminu Kano Crescent Wuse 2 Abuja,"Updated 17 Nov 2020, Added 25 Jul 2020",beds,baths,3 Toilets,"6,500,000/year"
309,4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT,Chevron Lekki Lagos,"Updated 19 Nov 2020, Added 28 Jul 2020",4 beds,4 baths,5 Toilets,"3,000,000"
310,5 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR RENT,Admiralty WayLekki Phase 1 Lekki Lagos,Added 19 Nov 2020,5 beds,4 baths,5 Toilets,"15,000,000"
311,3 BEDROOM FLAT / APARTMENT FOR RENT,Off Freedom way Lekki phase 1 Ikate Lekki Lagos,"Updated 19 Nov 2020, Added 19 Nov 2020",3 beds,3 baths,3 Toilets,"3,500,000"
312,1 BEDROOM MINI FLAT SELF CONTAIN FLAT / APARTMENT FOR RENT,Oshodi Lagos,Added 19 Nov 2020,1 beds,1 baths,1 Toilets,"400,000"
313,1 BEDROOM MINI FLAT SELF CONTAIN FLAT / APARTMENT FOR RENT,Eleganza Gardens opposite VGCLekki Lagos,Added 19 Nov 2020,1 beds,1 baths,1 Toilets,"600,000"
314,1 BEDROOM MINI FLAT SELF CONTAIN FLAT / APARTMENT FOR RENT,Very decent and beautiful self contained nice environment secure area Ifako Ogba Ogba Lagos,"Updated 19 Nov 2020, Added 19 Nov 2020",1 beds,1 baths,1 Toilets,"120,000"
315,2 BEDROOM FLAT / APARTMENT FOR RENT,Executive 2bedroom at at alagba schim1 estate agege dopemu area nice environment secure estate with pop selling Dopemu Agege Lagos,"Updated 19 Nov 2020, Added 19 Nov 2020",2 beds,3 baths,3 Toilets,"700,000"
316,1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT,IREE 1Igbogbo Ikorodu Lagos,"Updated 19 Nov 2020, Added 19 Nov 2020",1 beds,1 baths,1 Toilets,"160,000"
317,5 BEDROOM DETACHED DUPLEX HOUSE FOR RENT,Magodo Gra Phase 2 Kosofe Ikosi Lagos,"Updated 19 Nov 2020, Added 19 Nov 2020",5 beds,6 baths,6 Toilets,"5,000,000"
318,3 BEDROOM FLAT / APARTMENT FOR SALE,Yaba Gra Abule-Oja Yaba Lagos,"Updated 17 Nov 2020, Added 15 Mar 2020",3 beds,3 baths,4 Toilets,"45,000,000"
319,3 BEDROOM FLAT / APARTMENT FOR RENT,Off Admiralty WayLekki Phase 1 Lekki Lagos,Added 19 Nov 2020,3 beds,3 baths,4 Toilets,"3,500,000"
320,3 BEDROOM FLAT / APARTMENT FOR RENT,Kola AmoduMagodo Gra Phase 2 Kosofe Ikosi Lagos,"Updated 19 Nov 2020, Added 19 Nov 2020",3 beds,3 baths,4 Toilets,"2,500,000"
321,3 BEDROOM SHARED APARTMENT FLAT / APARTMENT FOR RENT,ObawoleIfako Ogba Ogba Lagos,"Updated 19 Nov 2020, Added 18 Nov 2020",3 beds,3 baths,4 Toilets,"650,000"
322,1 BEDROOM MINI FLAT SELF CONTAIN FLAT / APARTMENT FOR RENT,ObawoleIfako Ogba Ogba Lagos,"Updated 19 Nov 2020, Added 18 Nov 2020",1 beds,1 baths,1 Toilets,"280,000"
323,4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR RENT,peace garden city (service estate) by Novare Mall Sangotedo Monastery Road Sangotedo Lagos,Added 18 Nov 2020,4 beds,4 baths,5 Toilets,"3,500,000"
324,3 BEDROOM FLAT / APARTMENT FOR RENT,"Ama Pepple Estate, off Isheri-Igando Road, Lagos.Isheri Egbe Idimu Lagos",Added 18 Nov 2020,3 beds,0 baths,0 Toilets,"700,000"
325,4 BEDROOM DETACHED DUPLEX HOUSE FOR RENT,Off admiralty road Lekki Phase 1 Lekki Lagos,Added 18 Nov 2020,4 beds,4 baths,5 Toilets,"8,000,000"
326,1 BEDROOM MINI FLAT SHARED APARTMENT FLAT / APARTMENT FOR RENT,Ado badore ajahBadore Ajah Lagos,Added 18 Nov 2020,1 beds,1 baths,1 Toilets,"250,000"
327,1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT,OkeraIkeja Lagos,"Updated 18 Nov 2020, Added 18 Nov 2020",1 beds,1 baths,2 Toilets,"500,000"
328,1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT,Waec area yabaFola Agoro Yaba Lagos,Added 18 Nov 2020,1 beds,2 baths,2 Toilets,"600,000"
329,1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT,Lekki Phase 2 Lekki Lagos,Added 18 Nov 2020,1 beds,1 baths,1 Toilets,"1,200,000"
330,COMMERCIAL PROPERTY FOR RENT,...Aminu Kano Crescent Wuse 2 Abuja,"Updated 17 Nov 2020, Added 25 Jul 2020",beds,baths,3 Toilets,"6,500,000/year"
331,1 BEDROOM MINI FLAT SELF CONTAIN FLAT / APARTMENT FOR RENT,...Lekki Phase 2 Lekki Lagos,Added 18 Nov 2020,1 beds,1 baths,1 Toilets,"600,000"
332,2 BEDROOM FLAT / APARTMENT FOR RENT,...Millenuim Ups Gbagada Lagos,Added 18 Nov 2020,2 beds,2 baths,3 Toilets,"1,000,000"
333,1 BEDROOM MINI FLAT SELF CONTAIN FLAT / APARTMENT FOR RENT,New Horizon 1Ikate Lekki Lagos,Added 18 Nov 2020,1 beds,1 baths,1 Toilets,"1,200,000"
334,1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT,"ACCORD STR,MACAULAYIgbogbo Ikorodu Lagos","Updated 18 Nov 2020, Added 18 Nov 2020",1 beds,1 baths,1 Toilets,"130,000"
335,2 BEDROOM FLAT / APARTMENT FOR RENT,Oduduwa kiloKilo Marsha Surulere Lagos,"Updated 18 Nov 2020, Added 18 Nov 2020",2 beds,1 baths,1 Toilets,"550,000"
336,1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT,Off Aborishade Street Lawanson Surulere Lagos,Added 18 Nov 2020,1 beds,2 baths,2 Toilets,"550,000"
337,2 BEDROOM FLAT / APARTMENT FOR RENT,Candos Baruwa Ipaja Road Lagos Baruwa Ipaja Lagos,"Updated 18 Nov 2020, Added 18 Nov 2020",2 beds,3 baths,3 Toilets,"250,000"
338,2 BEDROOM MINI FLAT FLAT / APARTMENT FOR RENT,Olufemi StreetOgunlana Surulere Lagos,Added 18 Nov 2020,2 beds,2 baths,2 Toilets,"1,000,000"
339,5 BEDROOM DETACHED DUPLEX HOUSE FOR RENT,Pinnock beach EstateOsapa London Lekki Lagos,Added 18 Nov 2020,5 beds,5 baths,6 Toilets,"6,500,000"
340,4 BEDROOM TERRACED DUPLEX HOUSE FOR SALE,Ikeja Gra Ikeja GRA Ikeja Lagos,"Updated 17 Nov 2020, Added 11 Jul 2020",4 beds,4 baths,5 Toilets,"150,000,000"
341,3 BEDROOM FLAT / APARTMENT FOR RENT,Oniru Victoria Island Lagos,"Updated 18 Nov 2020, Added 14 Nov 2020",3 beds,3 baths,4 Toilets,"4,000,000"
342,4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT,Oniru Victoria Island Lagos,"Updated 18 Nov 2020, Added 14 Nov 2020",4 beds,baths,Toilets,"6,000,000"
343,1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT,Off Lawanson roadLawanson Surulere Lagos,Added 18 Nov 2020,1 beds,1 baths,1 Toilets,"450,000"
344,4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR RENT,OrchidChevron Lekki Lagos,Added 18 Nov 2020,4 beds,4 baths,5 Toilets,"2,500,000"
345,1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT,Norman William streetIkoyi Lagos,Added 18 Nov 2020,1 beds,2 baths,2 Toilets,"2,000,000"
346,1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT,Harmony estate Owode langbasa road.Ajah Lagos,Added 18 Nov 2020,1 beds,1 baths,1 Toilets,"500,000"
347,4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT,...Old Ikoyi Ikoyi Lagos,Added 18 Nov 2020,4 beds,4 baths,5 Toilets,"15,000,000"
348,3 BEDROOM FLAT / APARTMENT FOR RENT,Bikersteth EstateOnike Yaba Lagos,Added 18 Nov 2020,3 beds,3 baths,4 Toilets,"1,500,000"
349,1 BEDROOM MINI FLAT SHARED APARTMENT FLAT / APARTMENT FOR RENT,...Badore Ajah Lagos,Added 18 Nov 2020,1 beds,1 baths,1 Toilets,"350,000"
350,3 BEDROOM FLAT / APARTMENT FOR RENT,Old Ikoyi Ikoyi Lagos,"Updated 18 Nov 2020, Added 13 Nov 2020",3 beds,3 baths,4 Toilets,"13,000,000"
351,5 BEDROOM DETACHED DUPLEX HOUSE FOR RENT,Lekki Phase 1 Lekki Lagos,Added 18 Nov 2020,5 beds,7 baths,7 Toilets,"6,000,000"
352,COMMERCIAL PROPERTY FOR RENT,...Aminu Kano Crescent Wuse 2 Abuja,"Updated 17 Nov 2020, Added 25 Jul 2020",beds,baths,3 Toilets,"6,500,000/year"
353,2 BEDROOM FLAT / APARTMENT FOR RENT,Inside a mini estate behind blencoSangotedo Ajah Lagos,"Updated 18 Nov 2020, Added 18 Nov 2020",2 beds,3 baths,3 Toilets,"800,000"
354,CO WORKING SPACE FOR RENT,Lekki Phase 1 Lekki Lagos,"Updated 18 Nov 2020, Added 18 Nov 2020",beds,baths,Toilets,"50,000"
355,1 BEDROOM MINI FLAT SELF CONTAIN FLAT / APARTMENT FOR RENT,"Near Obawole Bridge, ObawoleIfako Ogba Ogba Lagos",Added 18 Nov 2020,1 beds,1 baths,1 Toilets,"270,000"
356,SHARED APARTMENT FLAT / APARTMENT FOR RENT,Lekki garden phase 2 Abraham AdesanyaAbraham Adesanya Estate Ajah Lagos,Added 18 Nov 2020,beds,baths,Toilets,"425,000"
357,SHARED APARTMENT FLAT / APARTMENT FOR RENT,Lekki garden phase 2 Abraham AdesanyaAbraham Adesanya Estate Ajah Lagos,Added 18 Nov 2020,beds,baths,Toilets,"375,000"
358,2 BEDROOM FLAT / APARTMENT FOR RENT,Osapa London Lekki Lagos,Added 18 Nov 2020,2 beds,2 baths,2 Toilets,"2,200,000"
359,MINI FLAT FLAT / APARTMENT FOR RENT,"University of Lagos Road, Yaba, Lagos.Yaba Lagos",Added 18 Nov 2020,beds,baths,Toilets,"750,000"
360,4 BEDROOM DETACHED DUPLEX HOUSE FOR RENT,"Palace road ,oniru estateOniru Victoria Island Lagos","Updated 18 Nov 2020, Added 18 Nov 2020",4 beds,5 baths,5 Toilets,"5,500,000"
361,3 BEDROOM FLAT / APARTMENT FOR RENT,Yabatech GRA Yaba Lagos,Added 18 Nov 2020,3 beds,3 baths,4 Toilets,"2,500,000"
362,4 BEDROOM DETACHED DUPLEX HOUSE FOR SALE,lekki county home estate Lekki Lagos,"Updated 17 Nov 2020, Added 12 Oct 2020",4 beds,4 baths,5 Toilets,"90,000,000"
363,SELF CONTAIN FLAT / APARTMENT FOR RENT,"Yaba, Lagos. Yaba Lagos",Added 18 Nov 2020,beds,baths,Toilets,"500,000"
364,3 BEDROOM FLAT / APARTMENT FOR RENT,Banana Island Ikoyi Lagos,Added 18 Nov 2020,3 beds,3 baths,4 Toilets,"10,000,000"
365,3 BEDROOM FLAT / APARTMENT FOR RENT,Oniru Victoria Island Lagos,Added 18 Nov 2020,3 beds,3 baths,4 Toilets,"4,500,000"
366,3 BEDROOM BLOCKS OF FLATS HOUSE FOR RENT,Ogba oke ira off ajayi road.Oke Ira Ogba Lagos,Added 18 Nov 2020,3 beds,3 baths,4 Toilets,"1,000,000"
367,3 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR RENT,Ben Okagbue Mba StreetLekki Phase 1 Lekki Lagos,Added 17 Nov 2020,3 beds,3 baths,4 Toilets,"4,000,000"
368,2 BEDROOM FLAT / APARTMENT FOR RENT,...Lekki Gardens Estate Ajah Lagos,"Updated 17 Nov 2020, Added 17 Nov 2020",2 beds,2 baths,3 Toilets,"1,200,000"
369,4 BEDROOM DETACHED DUPLEX HOUSE FOR RENT,...Igbo Efon Lekki Lagos,"Updated 17 Nov 2020, Added 17 Nov 2020",4 beds,4 baths,5 Toilets,"3,000,000"
370,3 BEDROOM SHARED APARTMENT FLAT / APARTMENT FOR RENT,Near Mobile Bus StopOke Ira Ogba Lagos,Added 17 Nov 2020,3 beds,3 baths,4 Toilets,"1,000,000"
371,4 BEDROOM FLAT / APARTMENT FOR RENT,Victoria Island Lagos,Added 17 Nov 2020,4 beds,4 baths,5 Toilets,"10,000,000"
372,1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT,Off Ajayi RoadOke Ira Ogba Lagos,Added 17 Nov 2020,1 beds,1 baths,1 Toilets,"250,000"
373,SEMI DETACHED DUPLEX HOUSE FOR RENT,...Ilasan Lekki Lagos,Added 17 Nov 2020,0 beds,0 baths,0 Toilets,"2,800,000"
374,COMMERCIAL PROPERTY FOR RENT,...Aminu Kano Crescent Wuse 2 Abuja,"Updated 17 Nov 2020, Added 25 Jul 2020",beds,baths,3 Toilets,"6,500,000/year"
375,1 BEDROOM MINI FLAT SHARED APARTMENT FLAT / APARTMENT FOR RENT,Ikota villa estate.Ikota Lekki Lagos,Added 17 Nov 2020,1 beds,1 baths,1 Toilets,"650,000"
376,5 BEDROOM OFFICE SPACE COMMERCIAL PROPERTY FOR RENT,Ademola Adetokunbo Victoria Island Lagos,Added 17 Nov 2020,5 beds,4 baths,4 Toilets,"15,000,000"
377,2 BEDROOM FLAT / APARTMENT FOR RENT,agbonyinAdelabu Surulere Lagos,"Updated 17 Nov 2020, Added 11 Sep 2020",2 beds,2 baths,2 Toilets,"900,000"
378,2 BEDROOM FLAT / APARTMENT FOR RENT,BaiyeOgunlana Surulere Lagos,"Updated 17 Nov 2020, Added 14 Oct 2020",2 beds,2 baths,3 Toilets,"1,000,000"
379,2 BEDROOM FLAT / APARTMENT FOR RENT,Randle avenueRandle Avenue Surulere Lagos,"Updated 17 Nov 2020, Added 28 Oct 2020",2 beds,2 baths,2 Toilets,"900,000"
380,4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR RENT,Ago Palace Okota Lagos,Added 17 Nov 2020,4 beds,4 baths,5 Toilets,"1,500,000"
381,3 BEDROOM FLAT / APARTMENT FOR RENT,...Ogudu Gra Ogudu Lagos,Added 17 Nov 2020,3 beds,3 baths,4 Toilets,"1,800,000"
382,SHOP COMMERCIAL PROPERTY FOR RENT,Addo Road Off Lekki Epe Expressway Ajah Lagos,"Updated 17 Nov 2020, Added 06 Oct 2020",beds,baths,Toilets,"800,000"
383,1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT,...Mende Maryland Lagos,"Updated 17 Nov 2020, Added 17 Nov 2020",1 beds,1 baths,1 Toilets,"1,000,000"
384,4 BEDROOM TERRACED DUPLEX HOUSE FOR SALE,Ikeja Gra Ikeja GRA Ikeja Lagos,"Updated 17 Nov 2020, Added 11 Jul 2020",4 beds,4 baths,5 Toilets,"150,000,000"
385,1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT,Omole phase 1Awolowo Way Ikeja Lagos,"Updated 17 Nov 2020, Added 17 Nov 2020",1 beds,1 baths,1 Toilets,"1,000,000"
386,2 BEDROOM SHARED APARTMENT FLAT / APARTMENT FOR RENT,Off AjayiOke Ira Ogba Lagos,Added 17 Nov 2020,2 beds,2 baths,3 Toilets,"700,000"
387,3 BEDROOM FLAT / APARTMENT FOR RENT,"Sunshine Estate, Sangotedo RoadAjah Lagos",Added 17 Nov 2020,3 beds,3 baths,4 Toilets,"850,000"
388,1 BEDROOM MINI FLAT BLOCKS OF FLATS HOUSE FOR RENT,...Awolowo Way Ikeja Lagos,"Updated 17 Nov 2020, Added 17 Nov 2020",1 beds,1 baths,1 Toilets,"600,000"
389,3 BEDROOM FLAT / APARTMENT FOR RENT,...Ifako Gbagada Gbagada Lagos,Added 17 Nov 2020,3 beds,3 baths,4 Toilets,"1,600,000"
390,2 BEDROOM FLAT / APARTMENT FOR RENT,Ifako Gbagada Gbagada Lagos,Added 17 Nov 2020,2 beds,2 baths,3 Toilets,"1,300,000"
391,3 BEDROOM DETACHED BUNGALOW HOUSE FOR RENT,...Phase 2 Gbagada Lagos,"Updated 17 Nov 2020, Added 17 Nov 2020",3 beds,3 baths,2 Toilets,"1,000,000"
392,1 BEDROOM MINI FLAT BLOCKS OF FLATS HOUSE FOR RENT,Akoka Yaba Lagos,"Updated 17 Nov 2020, Added 17 Nov 2020",1 beds,1 baths,2 Toilets,"700,000"
393,3 BEDROOM BLOCKS OF FLATS HOUSE FOR RENT,...Mende Maryland Lagos,"Updated 17 Nov 2020, Added 17 Nov 2020",3 beds,3 baths,3 Toilets,"1,000,000"
394,2 BEDROOM BLOCKS OF FLATS HOUSE FOR RENT,...Adeniyi Jones Ikeja Lagos,"Updated 17 Nov 2020, Added 17 Nov 2020",2 beds,2 baths,3 Toilets,"2,000,000"
395,2 BEDROOM FLAT / APARTMENT FOR RENT,arowojobe estateMende Maryland Lagos,"Updated 17 Nov 2020, Added 20 Aug 2020",2 beds,2 baths,3 Toilets,"650,000"
396,COMMERCIAL PROPERTY FOR RENT,...Aminu Kano Crescent Wuse 2 Abuja,"Updated 17 Nov 2020, Added 25 Jul 2020",beds,baths,3 Toilets,"6,500,000/year"
397,4 BEDROOM FLAT / APARTMENT FOR RENT,BaiyeOgunlana Surulere Lagos,"Updated 17 Nov 2020, Added 06 Oct 2020",4 beds,4 baths,5 Toilets,"1,600,000"
398,1 BEDROOM MINI FLAT SHARED APARTMENT FLAT / APARTMENT FOR RENT,Lekki garden phase 2Lekki Gardens Estate Ajah Lagos,"Updated 17 Nov 2020, Added 17 Nov 2020",1 beds,1 baths,1 Toilets,"375,000"
399,2 BEDROOM FLAT / APARTMENT FOR RENT,...Ojota Ojota Lagos,Added 17 Nov 2020,2 beds,1 baths,2 Toilets,"650,000"
400,OFFICE SPACE COMMERCIAL PROPERTY FOR RENT,Lekki Phase 1 Lekki Lagos,Added 17 Nov 2020,beds,baths,4 Toilets,"100,000"
401,3 BEDROOM FLAT / APARTMENT FOR RENT,Oniru Victoria Island Lagos,Added 17 Nov 2020,3 beds,3 baths,4 Toilets,"4,000,000"
402,4 BEDROOM DETACHED DUPLEX HOUSE FOR RENT,Chevron Lekki Lagos,"Updated 17 Nov 2020, Added 17 Nov 2020",4 beds,4 baths,5 Toilets,"4,500,000"
403,2 BEDROOM FLAT / APARTMENT FOR RENT,Badore Ajah Lagos,"Updated 17 Nov 2020, Added 11 Aug 2020",2 beds,2 baths,3 Toilets,"850,000"
404,3 BEDROOM FLAT / APARTMENT FOR RENT,Badore Ajah Lagos,"Updated 17 Nov 2020, Added 16 Sep 2020",3 beds,3 baths,3 Toilets,"700,000"
405,2 BEDROOM FLAT / APARTMENT FOR RENT,Badore Ajah Lagos,"Updated 17 Nov 2020, Added 22 Sep 2020",2 beds,2 baths,3 Toilets,"900,000"
406,1 BEDROOM MINI FLAT SELF CONTAIN FLAT / APARTMENT FOR SALE,Taiye Olowu Street Off Victoria Arobieke. Lekki Phase 1 Lekki Lagos,"Updated 17 Nov 2020, Added 08 Jun 2020",1 beds,1 baths,2 Toilets,"50,000,000"
407,FLAT / APARTMENT FOR RENT,1000000Badore Ajah Lagos,"Updated 17 Nov 2020, Added 22 Sep 2020",beds,baths,Toilets,"1,000,000"
408,2 BEDROOM FLAT / APARTMENT FOR RENT,...Ado Ajah Lagos,"Updated 17 Nov 2020, Added 28 Sep 2020",2 beds,2 baths,3 Toilets,"1,300,000"
409,FLAT / APARTMENT FOR RENT,...Ado Ajah Lagos,"Updated 17 Nov 2020, Added 28 Sep 2020",0 beds,0 baths,0 Toilets,"1,100,000"
410,3 BEDROOM FLAT / APARTMENT FOR RENT,...Ado Ajah Lagos,"Updated 17 Nov 2020, Added 09 Oct 2020",3 beds,3 baths,4 Toilets,"1,200,000"
411,4 BEDROOM FLAT / APARTMENT FOR RENT,Thomas Estate Ajah Lagos,"Updated 17 Nov 2020, Added 12 Oct 2020",4 beds,4 baths,5 Toilets,"1,500,000"
412,3 BEDROOM FLAT / APARTMENT FOR RENT,...Ado Ajah Lagos,"Updated 17 Nov 2020, Added 25 Oct 2020",3 beds,3 baths,4 Toilets,"1,500,000"
413,MINI FLAT FLAT / APARTMENT FOR RENT,Badore Ajah Lagos,"Updated 17 Nov 2020, Added 03 Nov 2020",beds,baths,Toilets,"700,000"
414,4 BEDROOM DETACHED DUPLEX HOUSE FOR RENT,Thomas Estate Ajah Lagos,"Updated 17 Nov 2020, Added 09 Nov 2020",4 beds,4 baths,5 Toilets,"55,000,000"
415,2 BEDROOM FLAT / APARTMENT FOR RENT,Ado Ajah Lagos,"Updated 17 Nov 2020, Added 11 Nov 2020",2 beds,2 baths,3 Toilets,"1,000,000"
416,2 BEDROOM FLAT / APARTMENT FOR RENT,Ado Ajah Lagos,"Updated 17 Nov 2020, Added 13 Nov 2020",2 beds,2 baths,3 Toilets,"900,000"
417,MINI FLAT FLAT / APARTMENT FOR RENT,Badore Ajah Lagos,"Updated 17 Nov 2020, Added 13 Nov 2020",beds,baths,Toilets,"600,000"
418,COMMERCIAL PROPERTY FOR RENT,...Aminu Kano Crescent Wuse 2 Abuja,"Updated 17 Nov 2020, Added 25 Jul 2020",beds,baths,3 Toilets,"6,500,000/year"
419,2 BEDROOM FLAT / APARTMENT FOR RENT,....Badore Ajah Lagos,"Updated 17 Nov 2020, Added 13 Nov 2020",2 beds,2 baths,3 Toilets,"850,000"
420,1 BEDROOM MINI FLAT SELF CONTAIN FLAT / APARTMENT FOR RENT,Agungi Lekki Lagos,Added 17 Nov 2020,1 beds,1 baths,1 Toilets,"350,000"
421,3 BEDROOM FLAT / APARTMENT FOR RENT,Lekki Right Lekki Phase 1 Lekki Lagos,Added 17 Nov 2020,3 beds,3 baths,4 Toilets,"5,000,000"
422,3 BEDROOM FLAT / APARTMENT FOR RENT,Yaba Lagos,Added 17 Nov 2020,3 beds,3 baths,4 Toilets,"1,500,000"
423,1 BEDROOM MINI FLAT BOYS QUARTERS FLAT / APARTMENT FOR RENT,ElegunshiIkate Lekki Lagos,"Updated 17 Nov 2020, Added 17 Nov 2020",1 beds,1 baths,1 Toilets,"500,000"
424,3 BEDROOM FLAT / APARTMENT FOR RENT,"In a Gated & Serene Estate in Yaba, Lagos. Yaba Lagos",Added 17 Nov 2020,3 beds,3 baths,4 Toilets,"1,500,000"
425,3 BEDROOM FLAT / APARTMENT FOR RENT,"Akoka, Yaba.Akoka Yaba Lagos",Added 17 Nov 2020,3 beds,3 baths,3 Toilets,"1,200,000"
426,MINI FLAT FLAT / APARTMENT FOR RENT,Yaba Lagos,Added 17 Nov 2020,beds,baths,Toilets,"500,000"
